text,emojis
春 江南 先绿 ， 一朝 一行 去 。 如遇 就餐 时 ， 当然 你 作东 ！ [ 闭嘴 ] [ 爱 你 ],"['[闭嘴]', '[爱你]']"
[ 话筒 ] [ 鼓掌 ] 全国 餐饮行业 「 厉行 勤俭节约 反对 铺张浪费 」 视频会议 开始 了,"['[话筒]', '[鼓掌]']"
/ / @ beijingmaggie 微博 : 虽然 用 支付宝 我 还手 生 ， 不过 ， 这个 我 也 拥护 用 支付宝 ！ [ 鼓掌 ]   人家 会 不会 被 我们 逼 疯 啊 [ 哈哈 ]   / / @ Emma _ Lookaround : 转发 微博 。,"['[鼓掌]', '[哈哈]']"
[ 给力 ] / / @ 张家界 青 和 锦江 国际 酒店 :   [ 围观 ] [ 给力 ] @ 锦江 国际 酒店   / / @ 小木 best : [ 鼓掌 ] 好消息 @ 张家界 青 和 锦江 国际 酒店,"['[给力]', '[围观]', '[给力]', '[鼓掌]']"
回复 @ 那女 - ren - 小樱 : 别 灰心 。 。 多 转转 哈   还有 三次 机会 呢 [ 嘻嘻 ]   / / @ 那女 - ren - 小樱 : 亲爱 的 小编 @ 维洛纳 主题 酒店   为什么 不是 我 啊 。 。 。 [ 泪 ] [ 泪 ]   / / @ 维洛纳 主题 酒店 :,"['[嘻嘻]', '[泪]', '[泪]']"
[ 嘻嘻 ] / / @ 不加 V : [ 哈哈 ],"['[嘻嘻]', '[哈哈]']"
今日 ， 有 客人 过来 做 巧克力 水果 蛋糕 给 自己 女儿 ， 剩下 好多 蛋糕 坯 和 水果 ， 于是 变废为宝 ， 做 了 好多好多 巧克力 球 ， 它们 有个 很 特别 的 名字 ： 水果 朱古力 蛋蛋 ！ [ 嘻嘻 ] @ 安顿   @ 麦香猪 小肚儿   [ 哈哈 ],"['[嘻嘻]', '[哈哈]']"
有人 12 月 29 号 跟 我 一起 去 广州 看医神 的 演唱会 吗 ？   [ 嘻嘻 ] [ 可爱 ] [ 话筒 ],"['[嘻嘻]', '[可爱]', '[话筒]']"
/ / @ 陶然 万柳 世界 : 让 鲆 叔 说 书名 好不容易 [ 得意 地笑 ] / / @ 李鲆 :   有意思 的 书 。 书名 也 有趣 。 / / @ 陶然 万柳 世界 : 谢谢 ！ [ 嘻嘻 ] / / @ 秦庆瑞 :   好书 ！ / / @ 陶然 万柳 世界 :   @ 黄剑波 RUC   @ 何慕古   @ 北京 晨光 书店   / / @ 世界图书出版公司 北京 :   [ 赞 ],"['[得意地笑]', '[嘻嘻]', '[赞]']"
你 把 我整 ? 了 。 [ 抓狂 ]   / / @ 窦智耀 : 开   往大稿 艺术 区店 开   带上 祝贺 的 花篮 。 。 。 昨夜   杨家 火锅   你 把 我 灌醉 。 。 。 今夜   我要 学会 排队 等位 。 再 贺 开业 大吉 ！ [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ],"['[抓狂]', '[鼓掌]', '[鼓掌]', '[鼓掌]']"
还 第二 呢 ！ 幸福 在 哪儿 呢 ？   / / @ 零度 飞跃 - 北京 : 处女座 大赢家 啊 ！ [ 哈哈 ]   / / @ 华蜜 - - 曼歌 : [ 鼓掌 ] [ 耶 ] [ 耶 ],"['[哈哈]', '[鼓掌]', '[耶]', '[耶]']"
【 # 超级 笑星 # 微 直播 】 5 号 选手 徐菁瑶用 树叶 来 问好 ， 小姑娘 年龄 小 ， 身段 好 ， 嗓子 好 ， 又 聪明 ， 多才多艺 ， 连 王晶 导演 都 说 了 “ 徐菁瑶 很 可爱 ， 很漂亮 ， 她 要 签 的话 ， 我 马上 签 ”   让 小编 好羡慕 啊 ~ [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]']"
恭喜   @ 石梅湾 艾美 度假 酒店   获   # 旅行者 之选 2012 #   【 中国 地区 最佳 酒店 TOP25 （ 含 港澳 ） 】 荣誉 [ 鼓掌 ] [ 鼓掌 ]   最佳 海滩 ， 家庭 度假 首选 ， 石梅湾 艾美 度假 酒店 邀请 您 一起 探索 [ 心 ],"['[鼓掌]', '[鼓掌]', '[心]']"
我会 把 妈妈 接 来 我家 过年 [ 花心 ]   / / @ seven 笑 : @ 二子 王鹏   @ 天平座 下 的 密斯 李   @ SMG 李勇   @ Winny 妖 妖   @ 猪 小菜   你们 最 想念 家 的 味道 ， 是 什么 呢 [ 鼓掌 ],"['[花心]', '[鼓掌]']"
[ 哈哈 ] 支持 主席 ！ [ good ] / / @ 杨乐 渝 : 去 海宴 台 啦 ? 好 ! 今年 年会 准备 搭个 台 ， 专门 摆放 各地 会员 带来 的 海量 特色 ， 简称 ＂ 海宴 台 ＂ [ 哈哈 ],"['[哈哈]', '[good]', '[哈哈]']"
回复   @ 就是 这样 Antonia : 欢迎 美女 随时 品尝 ！ [ 鼓掌 ]   / / @ 就是 这样 Antonia : 我要 试 我 要试 [ 围观 ] [ 害羞 ]   / / @ 苏西 黄 David : 回复   @ Angel 晶 1227 : 哈哈哈 ！ 勇者 无敌 ！   [ 哈哈 ]     / / @ Angel 晶 1227 : 回复   @ 苏西 黄 David : [ 泪 ] [ 泪 ] 都 醉 了 坏死 好 酒力,"['[鼓掌]', '[围观]', '[害羞]', '[哈哈]', '[泪]', '[泪]']"
爱 你   彦 砚姐 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]', '[爱你]']"
回复 @ 易 浩大 叔 : 你 如果 真 想见 我 ， 绝对 会 和 我 联系 的 ！ 还是 不想 见 ！ 呵呵 呵 ！   / / @ 易 浩大 叔 : 回复 @ 梦想 徐迎军 : [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] 大叔 ！ 好久不见 好想你 ！ 上次 我们 聚会 还 提起 你 呢 。,"['[哈哈]', '[哈哈]', '[哈哈]']"
早 ！ [ 微风 ] [ 太阳 ] / / @ 曲靖 旅游 推荐 : 【 中国式 饭局 】 总结 太 到位 了 ！ [ 哈哈 ] [ 围观 ] [ 赞 ],"['[微风]', '[太阳]', '[哈哈]', '[围观]', '[赞]']"
@ merlinsher   [ 爱 你 ] [ 太阳 ],"['[爱你]', '[太阳]']"
[ 爱 你 ] [ 爱 你 ] [ 爱 你 ]   / / @ 刘忻 : 我会 送 你 一份 你 最 想要 的 礼物 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] 生日快乐 （ 脚丫子 太 抢镜 了 大姐 ）,"['[爱你]', '[爱你]', '[爱你]', '[哈哈]', '[哈哈]', '[哈哈]']"
为了 这顿 高大 上 的 晚餐 ， 从 早上 我 就 没 吃 东西 ！ 容易 么 我 … …   # 万圣节 狂欢 #   [ 嘻嘻 ] [ 嘻嘻 ]   我 在 : http : / / t . cn / zRo3n6V,"['[嘻嘻]', '[嘻嘻]']"
回味 ? ? 的 一 ? [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]', '[鼓掌]']"
各位 粉丝 们   马上 行动 起 准备 [ 给力 ] [ 给力 ] 来 吧   保准 盆友们 一个 不 一样 的   黄土 谣   粉丝 来要 @ 我 哦   我 做好 迎接 你们 的 [ 给力 ] [ 围观 ]   会 有 惊喜 哦 [ 爱 你 ],"['[给力]', '[给力]', '[给力]', '[围观]', '[爱你]']"
[ 给力 ] [ 威武 ] 感谢您 的 喜欢 ， 聚点 串 吧 欢迎您 哦 ～ [ 爱 你 ]   / / @ 美食 小 派 : 聚点 我 的 最 爱 ！ ！,"['[给力]', '[威武]', '[爱你]']"
[ 赞 ] / / @ 18 岁 以下 禁止 围观 :   [ 爱 你 ],"['[赞]', '[爱你]']"
回复 @ 小 精致 : 这种 天气 ， 火锅 [ 赞 ] 。 中午 好 ！ [ 握手 ]   / / @ 小 精致 : 火锅 ， 想 吃 了 [ 馋嘴 ] / / @ zivzhang : 请 不要 拿 摄影师 的 作品 开玩笑 。 [ 嘻嘻 ]   / / @ BMWKNIGHT : 火锅 后面 得 兄弟 带 假发 了 吗 ？   / / @ zivzhang : 请 不要 拿 摄影师 的 作品 开玩笑 。 [ 嘻嘻 ]   / / @ BMWKNIGHT : 火锅 后面 得 兄弟 带 假发 了 吗 ？,"['[赞]', '[握手]', '[馋嘴]', '[嘻嘻]', '[嘻嘻]']"
# 随手 拍 晒 年夜饭 # 恰好 今天 亲戚 送来 了 从 山西 带来 的 陈醋 ， 配 上 自家 出品 的 温暖 爱心 牌 饺子 ， 赞 啊 ！ [ 嘻嘻 ] [ 爱 你 ] @ 贝太 厨房     http : / / t . cn / 8FJw5Ik,"['[嘻嘻]', '[爱你]']"
这是 几辈子 修来 的 福气 呀 [ 花心 ]   / / @ VV 良 家族 微子 皇紫依 : 目测 妹子 你 要 火 啊 [ 嘻嘻 ],"['[花心]', '[嘻嘻]']"
我 的 心 也 早已 飞到 了 台上 ， 等候 你 的 到来 。   / / @ 伊灵 07 : 今儿 收到 票 了 ， 开心 。 还有 很 精美 的 台历 [ good ] ， 和 女儿 一起 在 台历 上 圈 好日子 ， 写上 戏名 了 [ 太 开心 ] / / 3 个 桂枝 同台 演绎 传承 经典 。 荣幸 请到 张洵 澎 大师 、 南京 省昆 徐思佳 、 本 中心 张冉 分别 出演 哭监 、 写状 、 三拉 团圆 。 还有 上 昆 青年 艺术家 袁国良 贤弟 出演 李奇 。,"['[good]', '[太开心]']"
这个 我 有   / / @ 辣妈 教室 : 欧舒丹 手霜 一直 最 信赖 [ 兔子 ] ， 吸收 快 又 滋润 ， MM 速度 围观 [ 太 开心 ],"['[兔子]', '[太开心]']"
美时 美刻 ， 四季 养生 。 北塘 古镇 客户 俱乐部 系列 活动 之 “ 乐享 瑜珈   大美 人生 ” 。 [ 鼓掌 ] [ 偷笑 ] [ 礼物 ],"['[鼓掌]', '[偷笑]', '[礼物]']"
回复 @ 一个 人 的 故事 Y : 嘿嘿 ， 谢谢 ！ ！ 我会 继续 加油 的 哦 ！ 帮 我 扩散 吧 哈哈 [ 嘻嘻 ]   / / @ 一个 人 的 故事 Y : 回复 @ 主持人 少枫 : 我刚 看 完 笑脸 演 的 真 好 很 感动 [ 可爱 ],"['[嘻嘻]', '[可爱]']"
扩散 ～   20 号 我 有事 外出 噢   祝你们 新店 开业 大吉 [ 心 ]   @ 水心 _ 黄太吉     / / @ 水心 _ 黄太吉 : [ 鼓掌 ] [ 鼓掌 ] @ 程诗然   / / @ ? 同 ? TONY : 名额有限 ， 各位 抓紧 了 ！,"['[心]', '[鼓掌]', '[鼓掌]']"
必须 的 ! [ 哈哈 ] / / @ 孔姐 的 轻奢 生活 :   不仅仅 是 外表 改变 了 ， 从此 之后 我们 都 拥有 了 一颗 追求 美丽 的 心 [ 哈哈 ] / / @ 林姐姐 花园 :   改变 真大 啊 [ 鼓掌 ],"['[哈哈]', '[哈哈]', '[鼓掌]']"
我 在 这里 ： # 星光 公益 站 之 吴奇隆 （ 黑白 能量 ） # 端午节 的 早晨 是 热醒 的 ， 武汉 的 这 一大早 [ 太阳 ] [ 太阳 ] [ 太阳 ] 。 大家 粽子 节 快乐 。 [ 太 开心 ],"['[太阳]', '[太阳]', '[太阳]', '[太开心]']"
这 样子 啊 ？ ！   / / @ 哆 啦 美 _ go : 这个 图 我们 还 专门 放到 群里 讨论 过 。 [ 哈哈 ]   / / @ 张 敦实 : 卫生间 排风   供暖   空调   看着 倒 是 看着 没 难度 。 / / @ 西城 老 北京 :   应该 不 需要 配 照明 吧 ， 床边 上放个 插座 [ 飞机 ],"['[哈哈]', '[飞机]']"
[ 哈哈 ]   / / @ ML 的 那些 事儿 : 艳遇 是 要 代价 滴 ！ ！ [ 哈哈 ] 笑 死 我 了 。 ！ ！,"['[哈哈]', '[哈哈]']"
小猫儿 ， 小猫儿 ， 胡子 长 又 长 [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
这 明显 赤果果 的 暗示 啊 哈哈哈 [ 嘻嘻 ]   / / @ Sandro _ Xu : 我 决定 了 ， 发 我 一套 Apple 设备 + 各大 品牌 Android 手机 、 平板 后 ， 我 就 转型 移动 设备 开发 [ 嘻嘻 ] / / @ YANG 水灵 :   [ 鼓掌 ] [ good ] / / @ 陈吉平 拖雷 :   进入 移动 互联网 时代,"['[嘻嘻]', '[嘻嘻]', '[鼓掌]', '[good]']"
用 10 ? 平板 玩 WHATSAPP 真的 很 ? ? ！ [ 嘻嘻 ] [ 嘻嘻 ],"['[嘻嘻]', '[嘻嘻]']"
[ 爱 你 ]   / / @ 林芝 - 德吉 : 我 也 努力 哈 ！ [ 偷笑 ] / / @ mark - ziyi : / / @ 央吉玛 : [ 心 ] 我 努力 ！ 阿妈 我爱你 [ 爱 你 ]   / / @ 小京 咖殿 : @ 央吉玛   @ 林芝 - 德吉,"['[爱你]', '[偷笑]', '[心]', '[爱你]']"
我们 的 买 手 只 寻找 最 新鲜 、 最 特别 的 食材 ， 只 发现 每一处 值得 为 美味 前往 的 地方 ， 跟随 CCTV - 发现 之旅 ， 和 @ 本来 生活 一起 ， 为 我们 的 美好生活 增添 一份 惊喜 吧 [ 哈哈 ] [ 哈哈 ] 今晚 六点 四十五分 《 寻味 本来 生活 》,"['[哈哈]', '[哈哈]']"
[ 吃惊 ] 要 去 逛逛 了 ！ [ 偷笑 ]   / / @ 顾晓萌 Stylist : 特别 棒 ！ [ 转发 ] [ gst 耐 你 ] [ 鼓掌 ] / / @ feilook 官方 微博 :   @ 悠唐 广场   二期 一层 中庭 。,"['[吃惊]', '[偷笑]', '[转发]', '[gst耐你]', '[鼓掌]']"
。 。 。 设计 很 超前 / / @ 费昱 :   哈哈哈哈 / / @ 猫 少爷 本尊 :   笑 shi 了 。 。 。 / / @ 夏天 不远 _ Cici :   。 。 。 / / @ 天使 _ 公主 :   [ 挖 鼻屎 ] / / @ Jue _ 珏 :   [ 哈哈 ] / / @ 叔大奥尼 :   哈哈哈 哈哈哈 / / @ 使徒 子 :   不 厚道 地笑 了 … …,"['[挖鼻屎]', '[哈哈]']"
打压 下去 抄底   / / @ 金陵 - 张伟 : 股市 就是 一个 博傻 的 游戏 。 创办 版涨 的 好好 的 ， 凭 什么 说 人家 是 泡沫 。 [ 嘻嘻 ]   / / @ 好人 老周 :   新高 之后 还有 新高   / / @ 金陵 - 张伟 : 靠谱个 屁 ， 从 800 点 就 开始 喊 泡沫 了 ， 现在 都 快 1400 了 ， 只要 创业板 部 跌破 年线 牛市 依旧 在 。   / / @ 好人 老周 :   这个 说法 靠 谱 吗 ？ [ 思考 ],"['[嘻嘻]', '[思考]']"
晚餐 给峰哥 准备 的 奶香 肉末 土豆泥 ， 味道 不错 ， 三下五除二 峰哥 就 消灭 了 ， 好 有 成就感 啊 。 [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
【 乐享 双节 ● 美食 季 】 正 所谓 “ 无菇 不成 席 ” [ 嘻嘻 ]   9.28 - 9.29   # 东方 饺子 王 #   烧汁 杏鲍菇 ， 软嫩 的 口感 加上 烧汁 的 香浓 ~ ~ ~ 欢迎 回家 ！ [ 挤眼 ],"['[嘻嘻]', '[挤眼]']"
突然 想起 你们 班 第一次 晚会 你 的 表演 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ]   / / @ 释魏然 : 唉 ， 肿 么 就 不能 厚道 一点 涅   / / @ 冬冬 打败 求 而 不得 : 有 拿 这图 当 桌面 的 冲动 ， 实在 是 太 逗 了 ！ ！,"['[哈哈]', '[哈哈]', '[哈哈]']"
点 开大图 仔细 看 了 半天 才 发现 上 图里 那个 铁 框架 里 还 坐 了 一个 黑人 [ 衰 ] / / @ 冰冰 蛇 : 这些 人 为了 进入 西班牙 真够 动脑筋 的 啊 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ],"['[衰]', '[哈哈]', '[哈哈]', '[哈哈]']"
[ 哈哈 ] [ 给力 ] [ 赞 ] @ 板凳 脚上 长 了 个 小豚   @ Quinnran   @ PrndM   @ 赵 五一   @ 倚竹 VS 听雨   @ 言午 日免,"['[哈哈]', '[给力]', '[赞]']"
这 发型 ， 这 西装 [ 花心 ]   / / @ o0 水玲珑 0o : [ 酷 ] 没关系 ， 我 现在 素 hcnc 闺女 # 新 白发 魔女传 # [ 偷笑 ]   / / @ 沐 渺渺 : 回复 @ o0 水玲珑 0o : [ 汗 ] 无 评价 [ 非常 汗 ]   / / @ 沐 渺渺 : 回复 @ o0 水玲珑 0o : [ 鄙视 ] 还 说 我 HC ， 那 你 呢 ？   / / @ o0 水玲珑 0o : 这个 和 睡觉 没关系 [ 花心 ] 看到 长腿 爹 不 淡定 了 [ 嘻嘻 ] # 新 白发 魔女传 #,"['[花心]', '[酷]', '[偷笑]', '[汗]', '[非常汗]', '[鄙视]', '[花心]', '[嘻嘻]']"
我 很 快乐 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] / / @ 实用 小 百科 : 快乐 的 人 都 是 记性 不好 的 [ 嘻嘻 ],"['[哈哈]', '[哈哈]', '[哈哈]', '[嘻嘻]']"
回 南京 喽 ， 咿呀 咿呀 喂 [ 哈哈 ] [ 爱 你 ] 话 说 还 不 知道 南京 家里 住 在 那块 也 [ 挖 鼻屎 ] [ 挖 鼻屎 ],"['[哈哈]', '[爱你]', '[挖鼻屎]', '[挖鼻屎]']"
淘 最 意大利   官方 微信   已 认证 ， 勾搭 请 认准 。 [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]', '[鼓掌]']"
[ 爱 你 ]   / / @ FLoRenCE - Oy : Strasbourg   ! ! ! bien   s ? r ! ! !   斯特拉斯堡 ！ ！ ！ [ 可怜 ] [ 可怜 ] [ 可怜 ],"['[爱你]', '[可怜]', '[可怜]', '[可怜]']"
@ 芊 彤   ， 曲风 好棒 ， 妹妹 的 养乐多 也 很棒 [ 嘻嘻 ]   加油 ， 你们 要 红 啊 [ 赞 ],"['[嘻嘻]', '[赞]']"
[ 鄙视 ] 太 没 节操 了 ， 你 ！ / / @ 炒 着 牛肉 喝小酒 :   对 我 来说 ， 只有 白送 我 的 才 是 好书 ！ / / @ 图书 策划人 红嵋 :   [ 哈哈 ] 关键 是 看书 / / @ 暗地 黑羊 :   请 你 喝茶 水 ， 又 不是 喝 茶叶 ！ 哈哈 ！   / / @ 炒 着 牛肉 喝小酒 : 虽然 茶叶 看起来 不好 ， 还是 转 一个,"['[鄙视]', '[哈哈]']"
[ 哈哈 ] [ 熊猫 ] [ 围观 ],"['[哈哈]', '[熊猫]', '[围观]']"
[ 哈哈 ] 我 今天 刚 和 @ 沈 ? 凝白 狐狸   谈起 过 这个 笑话 / / @ 崔 兰兰 Lorraine :   昨晚 我 绘声绘色 的 给 老爸 讲 这个 笑话 ， 特想 让 他 感受 下微 博里 我们 年轻 银 的 欢乐 ， 结果 他 听 完 故事 ， 沉默 良久 ， 说 ： 奥特曼 是 什么 ？ [ 黑线 ] / / @ 张泉灵 :   银行 里 下象棋 的 奥特曼 。 [ 哈哈 ],"['[哈哈]', '[黑线]', '[哈哈]']"
这 天天 出去 摆摊 之前 ， 化妆 也 是 个 麻烦 事儿 [ 哈哈 ] [ 哈哈 ] / / @ 一麻 一辣 :   不带 这样儿 的 ~ ！ [ 挖 鼻屎 ]   / / @ 全球 奇闻 趣事 :,"['[哈哈]', '[哈哈]', '[挖鼻屎]']"
# 校园 音乐 开放日 #   尚雯婕 专场 [ 围观 ] [ 鼓掌 ],"['[围观]', '[鼓掌]']"
【 # 超级 笑星 # 精彩剧照 】 杨议 老师 ！ 为什么 你 的 眼神 如此 犀利 [ 衰 ]   ~ 难道 是因为 刚刚 张 贡赫 童鞋 爆料 的 太 多 了 么 ？ [ 哈哈 ],"['[衰]', '[哈哈]']"
/ / @ 周口 原始人 ： / / @ 永平 府 ： 回复 @ 画家 顾 奇峰 : 神   / / @ 画家 顾 奇峰 : 转发 此微博 : [ 神马 ]   / / @ 永平 府 : [ 吃惊 ]   / /   @ 阳光 sun - sun   : [ 耶 ]   太美 了 !   / /   @ 北狼 投资   : [ 爱 你 ] 神马 ， 我 喜欢   / / @ 永平 府 : [ 吃惊 ]   / / @ 阳光 sun - sun : [ 耶 ]   太美 了 !   / / @ 北狼 投资 : [ 爱 你 ] 神马 ， 我 喜欢,"['[神马]', '[吃惊]', '[耶]', '[爱你]', '[吃惊]', '[耶]', '[爱你]']"
都 说 带 孩纸 的 男人 最帅 [ 花心 ] ， 王先森 @ 大王 毅   当爹 心切 ~ 送件 Tee 给 你 过过瘾 先 [ 酷 ] 明天 坐趟 公交 看 有人 给 你 让座 不 [ 偷笑 ] [ 亲亲 ],"['[花心]', '[酷]', '[偷笑]', '[亲亲]']"
今晚 20 : 00 ~ 21 : 00 北京 文艺 广播电台 FM87.6 [ 话筒 ] [ 话筒 ] [ 话筒 ] / / @ 隋小爷 : 今晚 做客 去 [ 哈哈 ],"['[话筒]', '[话筒]', '[话筒]', '[哈哈]']"
袋鼠 君 ， 你 这么 呆 ， 自己 知道 吗 ？ [ 哈哈 ] [ 哈哈 ]   via 当时 我 就 震惊 了,"['[哈哈]', '[哈哈]']"
她 怀抱 法国 油条 哎 [ 偷笑 ] ， 很 有 气质 的 / / @ 朗德 玛丽 法式 咖啡馆 :   标哥 上 纽约 登广告 ， 与 撒嫂 去 巴黎 买 油条 ， 异曲同工 呵 [ 哈哈 ],"['[偷笑]', '[哈哈]']"
[ 话筒 ] 祝 你 生日快乐 ， 祝 你 生日快乐 。 。 。 。 [ 音乐 ] [ 音乐 ] 关 门口 店帮 客人 庆生 。 [ 鼓掌 ] [ 鼓掌 ] 笑 得 多 甜 ， 美女 生日快乐 哟 ！ ！ ！,"['[话筒]', '[音乐]', '[音乐]', '[鼓掌]', '[鼓掌]']"
在 邛崃 上 了 一课 有趣 的 白酒 酿造 和 增香 提味 的 讲解 ， 并 班门弄斧 的 亲手 学调 了 几两 。 从此 对 这 一派 国学 有 了 新 的 认识 和 尊敬 。 任何 事 做 细 了 都 很 了不起 呀 ！ [ 围观 ] [ 嘻嘻 ] [ 哈哈 ] [ 熊猫 ] [ 鼓掌 ] [ 鼓掌 ] [ 酷 ],"['[围观]', '[嘻嘻]', '[哈哈]', '[熊猫]', '[鼓掌]', '[鼓掌]', '[酷]']"
用户 … … 吧 ？ [ 挖 鼻屎 ]   / / @ 陈永东 : 大家 进入 的 是 商家 还是 用户 的 角色 ？ [ 哈哈 ]     / / @ Anythingelse : 给 服务员 鞠躬 能 免费 么 ？     / / @ ? ? Online : 转发 微博,"['[挖鼻屎]', '[哈哈]']"
[ 威武 ] [ 呵呵 ]   / / @ 李晓峰 cherry :   今天 是 我们 东方 风行 传媒 的 年 会 。 真 喜欢 传媒 人年 会 的 气氛 。 都 豁 的 出去 ！ 都 玩 的 开 ！ 其实 很 惭愧 ， 很多 幕后 的 同事 我 都 没有 见过 或者 叫 不 上 名字 。 但 大家 都 很 爱护 我 。 为了 同一个 梦想 ！ 2013 我们 一起 努力 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ],"['[威武]', '[呵呵]', '[爱你]', '[爱你]', '[爱你]']"
专场 [ 太 开心 ] 我 的 大 影院 [ 鼓掌 ],"['[太开心]', '[鼓掌]']"
下次 咱们 束河 见   [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]']"
# 错伏 # 全国 各地 持续 好评 热播 中 ~   [ 鼓掌 ]   / / @ 国龙 联盟 荣誉出品 :   / / @ 摇滚 小 疯狗 儿 : [ 给力 ] [ 给力 ] [ 给力 ],"['[鼓掌]', '[给力]', '[给力]', '[给力]']"
回复 @ 刘总 Troy : 帮转 ！   / / @ 刘总 Troy : @ 盛博   给 你们 吃货 的 [ 哈哈 ]   / / @ 刘总 Troy : 我 小声 的 问 一句 ， 你们 还有 没 关注 的 吗 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] @ Loyalty 导航 线   @ Matt _ Weibo   @ James 逄   [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]']"
"【 [ 嘻嘻 ] # 大嘴 八 # 】 [ 话筒 ] Hi ， 我 是 # 王诗龄 ## Angela # ， "" 小 女神 "" 我 最近 因为 《 # 爸爸 去 哪儿 # 》 成功 跻身 一线 综艺 大 咖 ！ 我 听说 ， # 炫腹 大赛 # 现在 挺火 ， 你们 看看 我能 夺冠 嘛 ？ [ 偷笑 ] [ 亲亲 ] # 每个 成功 的 女神 前面 都 有 一个 圆润 的 小肚腩 # [ 抱抱 ] [ 鼓掌 ] .... http : / / t . cn / zRfisII","['[嘻嘻]', '[话筒]', '[偷笑]', '[亲亲]', '[抱抱]', '[鼓掌]']"
转 起 ， 我 看到 吉之岛 有 卖 这种 小 煎锅 了 ， 最 主要 是 我 爱 吃 这种 蛋 ， 日本 的 玉子 烧 是不是 就 这个 呀 ？ / / / @ 胖 星儿 :   哈哈 ~ ~ ~ 是 的 ， 是 的 ， 需要 这样 一只 锅才 可以 [ 哈哈 ] [ 偷笑 ] / / @ 一夫 食堂 :   回复 @ 玖伍 贰 七 9527 : 我 就 等 着 有人 来 问 呢 ： http : / / t . cn / zOPZacC [ 偷笑 ],"['[哈哈]', '[偷笑]', '[偷笑]']"
哈哈 ， 观察 的 很 到位   / / @ 肉肉 肉爷 : [ 哈哈 ] [ 哈哈 ]   这太贫 了 这个 ！ / / @ 雨 浓 - 未未 : 真相 了 ！,"['[哈哈]', '[哈哈]']"
矮马 ~ [ 晕 ] 疯姐 又 菲 了 [ 哈哈 ] [ 哈哈 ],"['[晕]', '[哈哈]', '[哈哈]']"
[ 鼓掌 ] 到 时 俺 派 老周 去 给 您 颁奖 ， 一定 要 准备 些 好吃 的 啊 [ 哈哈 ] / / @ 尼克 安闲 :   目标 ! [ 嘻嘻 ] / / @ 有福 社长 :   然 ！ 崭新 的 一辆 ！ / / @ 尼克 安闲 :   倒骑驴 ? [ 思考 ] / / @ 有福 社长 :   安闲 加油 ！ 争取 2013 苏州 分社 的 工作 更上 一个 台阶 ， 到时候 ， 给 您 专配 一辆 ！ [ 江南style ] / / @ 尼克 安闲 :   [ 威武 ] [ 给力 ] [ 笑哈哈 ],"['[鼓掌]', '[哈哈]', '[嘻嘻]', '[思考]', '[江南style]', '[威武]', '[给力]', '[笑哈哈]']"
回复 @ 旅游 天使 美丽 中国 行 : [ 可爱 ]   / / @ 旅游 天使 美丽 中国 行 : [ bm 可爱 ] @ Daisy _ 姜雯   @ 伊豆 323   @ jennynui   @ 马春瑞 carey   @ 许微 _ Anny   @ Charles 杨州   @ 上戏 邱佳妮 miss _ u   @ 清清 SH   @ 依洛酱   @ lucklily 的 微博,"['[可爱]', '[bm可爱]']"
[ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 给力 ]   / / @ 兔斯基 漫画 屋 : 每次 看到 这头 驴 ， 我 都 会 感觉 自己 的 工作 压力 也 不是 很大 。,"['[哈哈]', '[哈哈]', '[哈哈]', '[给力]']"
每次 都 是 大扫荡 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]', '[哈哈]']"
[ 嘻嘻 ] [ 威武 ] [ 给力 ]   / / @ 鲍洪升 : [ 给力 ]   / / @ 呢 日晷 : [ 威武 ] / / @ NMBLG :   / / @ 哈尼 组合 伊利 奇 : 加油 ， 呼伦贝尔 人 。   / / @ 草原 雄鹰 - burgud : / / @ 嘟琴 网达布 希拉 图 : / / @ 诺 敏达 来 :   / / @ Mongolia - Hiyan : / / @ 睡眠 科学 2 :   转发 微博,"['[嘻嘻]', '[威武]', '[给力]', '[给力]', '[威武]']"
闪亮 的 青春 - CJW ！ 转发 让 大家 感染 一下 你们 的 灿烂 可以 吗 ？ [ 跳舞 花 ] [ 抱抱 ],"['[跳舞花]', '[抱抱]']"
